temporada,torneo,jornada,fecha,hora,local,visitante,goles_local,goles_visitante
2021/22,Clausura,2,,21:00,Club Necaxa,CF Monterrey,0,4
2021/22,Clausura,2,,17:00,Atlas Guadalajara,Atlético San Luis,1,0
2021/22,Clausura,2,,19:00,UANL Tigres,Puebla FC,0,2
2021/22,Clausura,2,,21:00,Cruz Azul,FC Juárez,1,0
2021/22,Clausura,2,,21:06,Club Tijuana,Club León,1,1
2021/22,Clausura,2,,12:00,Deportivo Toluca,Santos Laguna,3,1
2021/22,Clausura,2,,17:00,CF Pachuca,Deportivo Guadalajara,2,1
2021/22,Clausura,2,,19:00,Mazatlán FC,CF América,2,1
2021/22,Clausura,3,,21:00,Atlético San Luis,FC Juárez,0,1
2021/22,Clausura,3,,21:00,Mazatlán FC,Deportivo Toluca,1,2
2021/22,Clausura,3,,17:00,Deportivo Guadalajara,Gallos Blancos,1,1
2021/22,Clausura,3,,19:00,Club León,CF Pachuca,2,1
2021/22,Clausura,3,,21:00,CF América,Atlas Guadalajara,0,2
2021/22,Clausura,3,,21:06,CF Monterrey,Cruz Azul,2,2
2021/22,Clausura,3,,12:00,Pumas UNAM,UANL Tigres,1,2
2021/22,Clausura,3,,19:00,Santos Laguna,Club Necaxa,1,4
2021/22,Clausura,3,,21:00,Puebla FC,Club Tijuana,3,1
2021/22,Clausura,4,,17:00,Club Necaxa,CF Pachuca,1,3
2021/22,Clausura,4,,19:00,CF América,Atlético San Luis,2,3
2021/22,Clausura,4,,21:06,Club Tijuana,Pumas UNAM,1,0
2021/22,Clausura,4,,16:00,Gallos Blancos,Puebla FC,0,2
2021/22,Clausura,4,,18:00,Atlas Guadalajara,Santos Laguna,2,1
2021/22,Clausura,4,,20:00,UANL Tigres,Mazatlán FC,4,3
2021/22,Clausura,4,,21:05,Club León,Cruz Azul,0,1
2021/22,Clausura,4,,19:00,FC Juárez,Deportivo Guadalajara,1,3
2021/22,Clausura,4,,19:00,Deportivo Toluca,CF Monterrey,2,2
2021/22,Clausura,5,,19:00,Mazatlán FC,Club Tijuana,2,0
2021/22,Clausura,5,,21:00,Puebla FC,Atlas Guadalajara,1,1
2021/22,Clausura,5,,17:00,Atlético San Luis,Deportivo Toluca,0,1
2021/22,Clausura,5,,,Deportivo Guadalajara,UANL Tigres,1,3
2021/22,Clausura,5,,19:00,Cruz Azul,Club Necaxa,1,2
2021/22,Clausura,5,,21:00,Santos Laguna,CF América,2,3
2021/22,Clausura,5,,12:00,Pumas UNAM,Club León,2,1
2021/22,Clausura,5,,21:00,CF Pachuca,Gallos Blancos,2,2
2021/22,Clausura,5,,21:06,CF Monterrey,FC Juárez,3,0
2021/22,Clausura,6,,19:00,Puebla FC,CF Monterrey,1,0
2021/22,Clausura,6,,21:00,FC Juárez,Santos Laguna,0,0
2021/22,Clausura,6,,21:06,Club Tijuana,Club Necaxa,1,1
2021/22,Clausura,6,,17:00,Gallos Blancos,Mazatlán FC,2,0
2021/22,Clausura,6,,19:00,UANL Tigres,Atlético San Luis,2,1
2021/22,Clausura,6,,21:00,Club León,Deportivo Guadalajara,2,1
2021/22,Clausura,6,,16:00,CF América,CF Pachuca,1,3
2021/22,Clausura,6,,18:00,Deportivo Toluca,Cruz Azul,1,4
2021/22,Clausura,6,,20:00,Atlas Guadalajara,Pumas UNAM,0,0
2021/22,Clausura,7,,19:00,CF Pachuca,Mazatlán FC,3,1
2021/22,Clausura,7,,21:05,Gallos Blancos,Deportivo Toluca,1,1
2021/22,Clausura,7,,19:00,Club Necaxa,Club León,0,1
2021/22,Clausura,7,,21:00,FC Juárez,UANL Tigres,2,3
2021/22,Clausura,7,,21:06,Club Tijuana,Atlas Guadalajara,2,0
2021/22,Clausura,7,,17:06,CF Monterrey,Atlético San Luis,0,2
2021/22,Clausura,7,,19:00,Deportivo Guadalajara,Puebla FC,2,3
2021/22,Clausura,7,,21:00,Pumas UNAM,CF América,0,0
2021/22,Clausura,7,,19:00,Cruz Azul,Santos Laguna,1,2
2021/22,Clausura,8,,19:00,Deportivo Toluca,Club Tijuana,1,2
2021/22,Clausura,8,,,Puebla FC,FC Juárez,1,1
2021/22,Clausura,8,,21:00,CF América,Gallos Blancos,1,1
2021/22,Clausura,8,,,Club León,CF Monterrey,0,0
2021/22,Clausura,8,,,Mazatlán FC,Club Necaxa,0,0
2021/22,Clausura,8,,19:00,Atlas Guadalajara,CF Pachuca,0,1
2021/22,Clausura,8,,,UANL Tigres,Cruz Azul,2,2
2021/22,Clausura,8,,21:00,Atlético San Luis,Deportivo Guadalajara,2,2
2021/22,Clausura,8,,,Santos Laguna,Pumas UNAM,3,2
2021/22,Clausura,9,,19:00,Club Necaxa,Deportivo Toluca,0,1
2021/22,Clausura,9,,21:00,FC Juárez,Club León,0,1
2021/22,Clausura,9,,17:00,Gallos Blancos,Atlas Guadalajara,0,3
2021/22,Clausura,9,,19:06,CF Monterrey,CF América,2,1
2021/22,Clausura,9,,21:00,Deportivo Guadalajara,Santos Laguna,1,0
2021/22,Clausura,9,,,Cruz Azul,Puebla FC,1,3
2021/22,Clausura,9,,17:00,Pumas UNAM,Mazatlán FC,1,1
2021/22,Clausura,9,,21:06,Club Tijuana,Atlético San Luis,1,1
2021/22,Clausura,9,,19:00,CF Pachuca,UANL Tigres,2,1
2021/22,Clausura,10,,19:00,Club Necaxa,Gallos Blancos,1,0
2021/22,Clausura,10,,21:00,FC Juárez,Atlas Guadalajara,1,2
2021/22,Clausura,10,,21:06,CF Monterrey,Mazatlán FC,2,1
2021/22,Clausura,10,,17:00,Club León,UANL Tigres,0,3
2021/22,Clausura,10,,19:00,Cruz Azul,Pumas UNAM,2,1
2021/22,Clausura,10,,21:00,Deportivo Guadalajara,CF América,0,0
2021/22,Clausura,10,,12:00,Deportivo Toluca,CF Pachuca,0,3
2021/22,Clausura,10,,17:00,Atlético San Luis,Puebla FC,2,1
2021/22,Clausura,10,,19:00,Santos Laguna,Club Tijuana,4,0
2021/22,Clausura,11,,21:05,Gallos Blancos,Atlético San Luis,2,1
2021/22,Clausura,11,,21:00,Puebla FC,Santos Laguna,2,2
2021/22,Clausura,11,,17:00,Pumas UNAM,Club Necaxa,1,3
2021/22,Clausura,11,,19:00,UANL Tigres,CF Monterrey,2,0
2021/22,Clausura,11,,21:00,CF Pachuca,Cruz Azul,1,0
2021/22,Clausura,11,,17:00,CF América,Deportivo Toluca,3,0
2021/22,Clausura,11,,19:00,Atlas Guadalajara,Deportivo Guadalajara,1,1
2021/22,Clausura,11,,21:00,Mazatlán FC,Club León,1,2
2021/22,Clausura,11,,21:06,Club Tijuana,FC Juárez,1,0
2021/22,Clausura,12,,20:00,Atlético San Luis,Mazatlán FC,1,0
2021/22,Clausura,12,,17:00,Cruz Azul,Atlas Guadalajara,1,0
2021/22,Clausura,12,,19:00,Club Necaxa,CF América,0,1
2021/22,Clausura,12,,21:00,FC Juárez,Pumas UNAM,0,1
2021/22,Clausura,12,,12:00,Deportivo Toluca,Puebla FC,2,1
2021/22,Clausura,12,,17:00,Club León,Gallos Blancos,1,1
2021/22,Clausura,12,,19:00,Santos Laguna,CF Pachuca,3,1
2021/22,Clausura,12,,,UANL Tigres,Club Tijuana,2,0
2021/22,Clausura,12,,20:05,Deportivo Guadalajara,CF Monterrey,1,3
2021/22,Clausura,13,,21:00,Atlas Guadalajara,Club Necaxa,2,1
2021/22,Clausura,13,,19:00,Puebla FC,Pumas UNAM,2,2
2021/22,Clausura,13,,21:00,Mazatlán FC,Cruz Azul,1,1
2021/22,Clausura,13,,17:00,Atlético San Luis,Club León,2,0
2021/22,Clausura,13,,19:00,Deportivo Toluca,Deportivo Guadalajara,1,1
2021/22,Clausura,13,,19:06,CF Monterrey,Santos Laguna,1,0
2021/22,Clausura,13,,21:00,CF América,FC Juárez,3,0
2021/22,Clausura,13,,19:00,Gallos Blancos,UANL Tigres,0,1
2021/22,Clausura,13,,21:00,CF Pachuca,Club Tijuana,0,0
2021/22,Clausura,14,,21:00,Atlas Guadalajara,Mazatlán FC,1,2
2021/22,Clausura,14,,19:00,Club Necaxa,Atlético San Luis,4,2
2021/22,Clausura,14,,21:00,FC Juárez,CF Pachuca,1,2
2021/22,Clausura,14,,21:06,Club Tijuana,CF América,1,3
2021/22,Clausura,14,,17:00,Club León,Puebla FC,0,1
2021/22,Clausura,14,,19:00,Santos Laguna,Gallos Blancos,1,1
2021/22,Clausura,14,,,UANL Tigres,Deportivo Toluca,3,0
2021/22,Clausura,14,,21:00,Cruz Azul,Deportivo Guadalajara,0,1
2021/22,Clausura,14,,12:00,Pumas UNAM,CF Monterrey,2,0
2021/22,Clausura,15,,19:00,CF Pachuca,Puebla FC,1,0
2021/22,Clausura,15,,,Club Necaxa,UANL Tigres,2,0
2021/22,Clausura,15,,21:00,Deportivo Guadalajara,Club Tijuana,2,1
2021/22,Clausura,15,,,Deportivo Toluca,FC Juárez,0,1
2021/22,Clausura,15,,,Mazatlán FC,Santos Laguna,1,0
2021/22,Clausura,15,,19:00,Atlético San Luis,Pumas UNAM,2,0
2021/22,Clausura,15,,21:00,CF América,Club León,2,0
2021/22,Clausura,15,,21:06,CF Monterrey,Atlas Guadalajara,0,0
2021/22,Clausura,15,,21:00,Gallos Blancos,Cruz Azul,0,1
2021/22,Clausura,16,,19:00,Puebla FC,Club Necaxa,0,1
2021/22,Clausura,16,,21:00,FC Juárez,Mazatlán FC,0,2
2021/22,Clausura,16,,17:00,CF Pachuca,CF Monterrey,3,0
2021/22,Clausura,16,,19:00,UANL Tigres,CF América,0,2
2021/22,Clausura,16,,21:00,Deportivo Guadalajara,Pumas UNAM,3,1
2021/22,Clausura,16,,12:00,Deportivo Toluca,Atlas Guadalajara,2,4
2021/22,Clausura,16,,17:00,Cruz Azul,Atlético San Luis,0,1
2021/22,Clausura,16,,19:00,Santos Laguna,Club León,1,1
2021/22,Clausura,16,,21:06,Club Tijuana,Gallos Blancos,2,2
2021/22,Clausura,17,,19:00,Club Necaxa,Deportivo Guadalajara,0,1
2021/22,Clausura,17,,21:05,Mazatlán FC,Puebla FC,2,1
2021/22,Clausura,17,,17:00,Gallos Blancos,FC Juárez,4,0
2021/22,Clausura,17,,19:00,Atlas Guadalajara,UANL Tigres,1,1
2021/22,Clausura,17,,19:06,CF Monterrey,Club Tijuana,2,0
2021/22,Clausura,17,,21:00,CF América,Cruz Azul,0,0
2021/22,Clausura,17,,12:00,Pumas UNAM,CF Pachuca,2,0
2021/22,Clausura,17,,16:00,Atlético San Luis,Santos Laguna,1,3
2021/22,Clausura,17,,20:06,Club León,Deportivo Toluca,4,4
2021/22,Clausura,17,,17:45,Cruz Azul,Club Necaxa,3,1
2021/22,Clausura,17,,20:00,CF Monterrey,Atlético San Luis,1,3
2021/22,Clausura,17,,17:00,Puebla FC,Mazatlán FC,3,1
2021/22,Clausura,17,,19:15,Deportivo Guadalajara,Pumas UNAM,4,1
2021/22,Clausura,17,,21:05,Puebla FC,CF América,1,1
2021/22,Clausura,17,,19:00,Atlético San Luis,CF Pachuca,2,2
2021/22,Clausura,17,,19:00,Cruz Azul,UANL Tigres,0,1
2021/22,Clausura,17,,21:05,Deportivo Guadalajara,Atlas Guadalajara,1,2
2021/22,Clausura,17,,18:00,CF América,Puebla FC,3,2
2021/22,Clausura,17,,20:05,CF Pachuca,Atlético San Luis,3,2
2021/22,Clausura,17,,18:00,Atlas Guadalajara,Deportivo Guadalajara,1,1
2021/22,Clausura,17,,20:05,UANL Tigres,Cruz Azul,0,1
2021/22,Clausura,17,,21:00,Atlas Guadalajara,UANL Tigres,3,0
2021/22,Clausura,17,,20:00,CF América,CF Pachuca,1,1
2021/22,Clausura,17,,20:00,UANL Tigres,Atlas Guadalajara,4,2
2021/22,Clausura,17,,20:06,CF Pachuca,CF América,3,0
2021/22,Clausura,17,,21:00,Atlas Guadalajara,CF Pachuca,2,0
2021/22,Clausura,17,,20:10,CF Pachuca,Atlas Guadalajara,2,1
2022/23,Apertura,1,,21:05,Mazatlán FC,Puebla FC,2,4
2022/23,Apertura,1,,17:00,Club Necaxa,Deportivo Toluca,1,3
2022/23,Apertura,1,,,Deportivo Guadalajara,FC Juárez,0,0
2022/23,Apertura,1,,19:05,UANL Tigres,Cruz Azul,2,3
2022/23,Apertura,1,,21:05,CF América,Atlas Guadalajara,0,0
2022/23,Apertura,1,,12:00,Pumas UNAM,Club Tijuana,1,1
2022/23,Apertura,1,,17:00,Atlético San Luis,Club León,1,2
2022/23,Apertura,1,,19:05,Santos Laguna,CF Monterrey,4,3
2022/23,Apertura,1,,21:00,CF Pachuca,Gallos Blancos,2,0
2022/23,Apertura,2,,19:00,Mazatlán FC,UANL Tigres,0,1
2022/23,Apertura,2,,21:05,Club Tijuana,FC Juárez,0,2
2022/23,Apertura,2,,,Puebla FC,Santos Laguna,1,0
2022/23,Apertura,2,,19:00,Club León,Pumas UNAM,3,3
2022/23,Apertura,2,,19:05,Deportivo Guadalajara,Atlético San Luis,0,1
2022/23,Apertura,2,,21:05,CF Monterrey,CF América,3,2
2022/23,Apertura,2,,,Cruz Azul,CF Pachuca,1,2
2022/23,Apertura,2,,12:00,Deportivo Toluca,Atlas Guadalajara,3,2
2022/23,Apertura,2,,17:00,Gallos Blancos,Club Necaxa,1,2
2022/23,Apertura,3,,21:00,CF América,Deportivo Toluca,1,0
2022/23,Apertura,3,,19:00,Puebla FC,Club León,1,1
2022/23,Apertura,3,,21:05,FC Juárez,Gallos Blancos,1,1
2022/23,Apertura,3,,17:00,Atlas Guadalajara,Cruz Azul,3,2
2022/23,Apertura,3,,19:05,Santos Laguna,Deportivo Guadalajara,1,1
2022/23,Apertura,3,,12:00,Pumas UNAM,Club Necaxa,1,0
2022/23,Apertura,3,,17:00,Atlético San Luis,CF Monterrey,0,1
2022/23,Apertura,3,,19:00,UANL Tigres,Club Tijuana,1,0
2022/23,Apertura,3,,19:00,CF Pachuca,Mazatlán FC,1,1
2022/23,Apertura,4,,21:05,Deportivo Guadalajara,Club León,0,0
2022/23,Apertura,4,,21:00,Gallos Blancos,CF Monterrey,0,3
2022/23,Apertura,4,,19:00,Mazatlán FC,Atlético San Luis,1,1
2022/23,Apertura,4,,21:05,Club Necaxa,FC Juárez,1,0
2022/23,Apertura,4,,17:00,Deportivo Toluca,Santos Laguna,2,1
2022/23,Apertura,4,,19:05,Cruz Azul,Puebla FC,2,2
2022/23,Apertura,4,,20:05,Club Tijuana,CF América,2,0
2022/23,Apertura,4,,21:05,UANL Tigres,Atlas Guadalajara,2,0
2022/23,Apertura,4,,19:00,CF Pachuca,Pumas UNAM,0,0
2022/23,Apertura,5,,19:00,Atlas Guadalajara,Club Tijuana,1,2
2022/23,Apertura,5,,,CF Monterrey,Puebla FC,1,0
2022/23,Apertura,5,,,FC Juárez,UANL Tigres,0,1
2022/23,Apertura,5,,21:05,Atlético San Luis,Cruz Azul,0,0
2022/23,Apertura,5,,,Club León,Deportivo Toluca,0,1
2022/23,Apertura,5,,19:00,Club Necaxa,CF Pachuca,2,0
2022/23,Apertura,5,,,Gallos Blancos,Deportivo Guadalajara,2,2
2022/23,Apertura,5,,21:05,Pumas UNAM,Mazatlán FC,1,1
2022/23,Apertura,5,,21:05,CF América,Santos Laguna,3,3
2022/23,Apertura,6,,21:05,FC Juárez,Deportivo Toluca,1,1
2022/23,Apertura,6,,17:00,Cruz Azul,Club Necaxa,1,0
2022/23,Apertura,6,,19:05,UANL Tigres,Gallos Blancos,2,1
2022/23,Apertura,6,,21:05,Deportivo Guadalajara,CF Pachuca,0,0
2022/23,Apertura,6,,,Club Tijuana,Mazatlán FC,2,0
2022/23,Apertura,6,,,Puebla FC,Atlético San Luis,0,0
2022/23,Apertura,6,,12:00,Pumas UNAM,CF Monterrey,1,1
2022/23,Apertura,6,,19:05,Santos Laguna,Atlas Guadalajara,1,0
2022/23,Apertura,6,,21:05,Club León,CF América,3,2
2022/23,Apertura,7,,21:00,Atlas Guadalajara,Gallos Blancos,3,1
2022/23,Apertura,7,,21:05,Mazatlán FC,Deportivo Guadalajara,2,1
2022/23,Apertura,7,,19:00,CF Monterrey,Club León,5,1
2022/23,Apertura,7,,21:05,Santos Laguna,Cruz Azul,4,0
2022/23,Apertura,7,,12:00,Deportivo Toluca,Club Tijuana,3,1
2022/23,Apertura,7,,16:00,Atlético San Luis,Club Necaxa,1,2
2022/23,Apertura,7,,18:05,CF Pachuca,UANL Tigres,2,0
2022/23,Apertura,7,,20:05,CF América,FC Juárez,2,1
2022/23,Apertura,7,,21:05,Puebla FC,Pumas UNAM,2,1
2022/23,Apertura,8,,21:00,Gallos Blancos,Atlético San Luis,1,1
2022/23,Apertura,8,,21:00,Club Necaxa,CF Monterrey,1,2
2022/23,Apertura,8,,21:05,Club Tijuana,Puebla FC,3,3
2022/23,Apertura,8,,17:00,Club León,Mazatlán FC,0,3
2022/23,Apertura,8,,19:05,Pumas UNAM,CF América,0,3
2022/23,Apertura,8,,21:05,Deportivo Guadalajara,Atlas Guadalajara,1,1
2022/23,Apertura,8,,17:00,Cruz Azul,Deportivo Toluca,2,3
2022/23,Apertura,8,,19:05,UANL Tigres,Santos Laguna,2,0
2022/23,Apertura,8,,21:05,FC Juárez,CF Pachuca,2,1
2022/23,Apertura,9,,19:00,Atlas Guadalajara,FC Juárez,0,1
2022/23,Apertura,9,,,Mazatlán FC,Gallos Blancos,1,1
2022/23,Apertura,9,,21:05,Puebla FC,Club Necaxa,2,2
2022/23,Apertura,9,,19:00,Deportivo Toluca,CF Monterrey,1,1
2022/23,Apertura,9,,21:05,CF Pachuca,CF América,0,3
2022/23,Apertura,9,,,Cruz Azul,Club Tijuana,1,2
2022/23,Apertura,9,,19:00,Santos Laguna,Club León,2,1
2022/23,Apertura,9,,21:05,Atlético San Luis,Pumas UNAM,3,2
2022/23,Apertura,9,,21:00,Deportivo Guadalajara,UANL Tigres,1,4
2022/23,Apertura,10,,19:00,Club Necaxa,Deportivo Guadalajara,0,4
2022/23,Apertura,10,,17:00,Gallos Blancos,Club Tijuana,2,0
2022/23,Apertura,10,,19:05,Atlas Guadalajara,Puebla FC,1,1
2022/23,Apertura,10,,,CF Monterrey,UANL Tigres,0,0
2022/23,Apertura,10,,21:05,FC Juárez,Mazatlán FC,1,1
2022/23,Apertura,10,,,CF América,Cruz Azul,7,0
2022/23,Apertura,10,,12:00,Pumas UNAM,Santos Laguna,1,5
2022/23,Apertura,10,,17:00,Atlético San Luis,Deportivo Toluca,1,0
2022/23,Apertura,10,,19:05,CF Pachuca,Club León,1,0
2022/23,Apertura,11,,19:00,Puebla FC,FC Juárez,2,2
2022/23,Apertura,11,,21:05,Mazatlán FC,CF América,1,3
2022/23,Apertura,11,,17:00,Cruz Azul,Gallos Blancos,2,1
2022/23,Apertura,11,,19:05,UANL Tigres,Club Necaxa,0,0
2022/23,Apertura,11,,21:05,Deportivo Guadalajara,Pumas UNAM,3,1
2022/23,Apertura,11,,12:00,Deportivo Toluca,CF Pachuca,1,4
2022/23,Apertura,11,,19:00,Club León,Atlas Guadalajara,4,2
2022/23,Apertura,11,,19:05,Santos Laguna,Atlético San Luis,4,1
2022/23,Apertura,11,,21:05,Club Tijuana,CF Monterrey,0,3
2022/23,Apertura,12,,19:00,Atlético San Luis,Club Tijuana,0,0
2022/23,Apertura,12,,21:05,Gallos Blancos,Puebla FC,1,1
2022/23,Apertura,12,,19:00,Club Necaxa,Club León,3,2
2022/23,Apertura,12,,21:05,FC Juárez,Cruz Azul,2,2
2022/23,Apertura,12,,17:05,CF Pachuca,Santos Laguna,2,0
2022/23,Apertura,12,,19:05,Atlas Guadalajara,Pumas UNAM,0,0
2022/23,Apertura,12,,,CF Monterrey,Mazatlán FC,0,0
2022/23,Apertura,12,,21:05,CF América,UANL Tigres,2,1
2022/23,Apertura,12,,17:30,Deportivo Toluca,Deportivo Guadalajara,0,0
2022/23,Apertura,13,,19:00,Club León,FC Juárez,1,0
2022/23,Apertura,13,,19:05,Santos Laguna,Club Necaxa,3,1
2022/23,Apertura,13,,21:05,CF Monterrey,Cruz Azul,3,2
2022/23,Apertura,13,,,CF América,Atlético San Luis,3,0
2022/23,Apertura,13,,19:00,Puebla FC,CF Pachuca,2,2
2022/23,Apertura,13,,,UANL Tigres,Deportivo Toluca,3,1
2022/23,Apertura,13,,21:05,Mazatlán FC,Atlas Guadalajara,1,0
2022/23,Apertura,13,,,Club Tijuana,Deportivo Guadalajara,1,2
2022/23,Apertura,13,,,Pumas UNAM,Gallos Blancos,4,1
2022/23,Apertura,14,,21:05,FC Juárez,CF Monterrey,0,1
2022/23,Apertura,14,,17:00,Gallos Blancos,Santos Laguna,3,3
2022/23,Apertura,14,,19:00,Club Necaxa,CF América,1,2
2022/23,Apertura,14,,19:05,UANL Tigres,Club León,0,1
2022/23,Apertura,14,,21:05,Deportivo Guadalajara,Puebla FC,1,0
2022/23,Apertura,14,,,Deportivo Toluca,Pumas UNAM,2,2
2022/23,Apertura,14,,16:00,Cruz Azul,Mazatlán FC,2,0
2022/23,Apertura,14,,18:05,Atlas Guadalajara,Atlético San Luis,1,3
2022/23,Apertura,14,,20:05,CF Pachuca,Club Tijuana,6,1
2022/23,Apertura,15,,19:00,Puebla FC,UANL Tigres,2,1
2022/23,Apertura,15,,21:00,Mazatlán FC,Deportivo Toluca,1,1
2022/23,Apertura,15,,19:05,CF Monterrey,Atlas Guadalajara,2,0
2022/23,Apertura,15,,20:00,CF América,Deportivo Guadalajara,2,1
2022/23,Apertura,15,,17:00,Pumas UNAM,Cruz Azul,1,2
2022/23,Apertura,15,,19:05,Club León,Gallos Blancos,3,1
2022/23,Apertura,15,,,Santos Laguna,FC Juárez,2,0
2022/23,Apertura,15,,21:00,Atlético San Luis,CF Pachuca,1,2
2022/23,Apertura,15,,21:05,Club Tijuana,Club Necaxa,1,1
2022/23,Apertura,16,,20:00,Deportivo Toluca,Puebla FC,1,1
2022/23,Apertura,16,,20:00,FC Juárez,Atlético San Luis,1,1
2022/23,Apertura,16,,19:05,Deportivo Guadalajara,CF Monterrey,1,0
2022/23,Apertura,16,,21:05,Gallos Blancos,CF América,0,1
2022/23,Apertura,16,,21:05,Pumas UNAM,UANL Tigres,1,1
2022/23,Apertura,16,,19:05,CF Pachuca,Atlas Guadalajara,3,1
2022/23,Apertura,16,,21:05,Club Tijuana,Santos Laguna,0,2
2022/23,Apertura,16,,19:00,Cruz Azul,Club León,2,1
2022/23,Apertura,16,,19:00,Club Necaxa,Mazatlán FC,2,2
2022/23,Apertura,17,,19:00,Puebla FC,CF América,1,2
2022/23,Apertura,17,,21:00,FC Juárez,Pumas UNAM,3,1
2022/23,Apertura,17,,17:00,Atlético San Luis,UANL Tigres,0,3
2022/23,Apertura,17,,17:05,CF Monterrey,CF Pachuca,0,0
2022/23,Apertura,17,,19:05,Atlas Guadalajara,Club Necaxa,1,0
2022/23,Apertura,17,,21:05,Cruz Azul,Deportivo Guadalajara,2,1
2022/23,Apertura,17,,12:00,Deportivo Toluca,Gallos Blancos,4,1
2022/23,Apertura,17,,18:05,Santos Laguna,Mazatlán FC,3,0
2022/23,Apertura,17,,20:00,Club León,Club Tijuana,2,2
2022/23,Apertura,17,,19:00,UANL Tigres,Club Necaxa,2,0
2022/23,Apertura,17,,21:15,Cruz Azul,Club León,1,0
2022/23,Apertura,17,,12:00,Deportivo Toluca,FC Juárez,3,0
2022/23,Apertura,17,,16:30,Puebla FC,Deportivo Guadalajara,5,4
2022/23,Apertura,17,,19:06,Puebla FC,CF América,1,6
2022/23,Apertura,17,,21:06,Cruz Azul,CF Monterrey,0,0
2022/23,Apertura,17,,19:06,Deportivo Toluca,Santos Laguna,4,3
2022/23,Apertura,17,,21:06,UANL Tigres,CF Pachuca,1,0
2022/23,Apertura,17,,18:06,CF Monterrey,Cruz Azul,3,0
2022/23,Apertura,17,,20:06,CF América,Puebla FC,5,1
2022/23,Apertura,17,,19:06,Santos Laguna,Deportivo Toluca,1,2
2022/23,Apertura,17,,21:06,CF Pachuca,UANL Tigres,2,1
2022/23,Apertura,17,,21:06,Deportivo Toluca,CF América,2,1
2022/23,Apertura,17,,21:06,CF Pachuca,CF Monterrey,5,2
2022/23,Apertura,17,,20:06,CF América,Deportivo Toluca,1,1
2022/23,Apertura,17,,20:06,CF Monterrey,CF Pachuca,0,1
2022/23,Apertura,17,,20:06,Deportivo Toluca,CF Pachuca,1,5
2022/23,Apertura,17,,19:36,CF Pachuca,Deportivo Toluca,3,1
2022/23,Clausura,1,,19:00,Club Necaxa,Atlético San Luis,2,3
2022/23,Clausura,1,,17:00,CF América,Gallos Blancos,0,0
2022/23,Clausura,1,,21:10,CF Monterrey,Deportivo Guadalajara,0,1
2022/23,Clausura,1,,12:00,Pumas UNAM,FC Juárez,2,1
2022/23,Clausura,1,,19:00,Santos Laguna,UANL Tigres,0,3
2022/23,Clausura,1,,21:10,Club Tijuana,Cruz Azul,1,1
2022/23,Clausura,1,,21:10,CF Pachuca,Puebla FC,5,1
2022/23,Clausura,1,,20:05,Atlas Guadalajara,Deportivo Toluca,0,0
2022/23,Clausura,1,,21:05,Mazatlán FC,Club León,1,2
2022/23,Clausura,2,,21:05,Atlas Guadalajara,Mazatlán FC,2,1
2022/23,Clausura,2,,19:05,Atlético San Luis,Deportivo Guadalajara,0,0
2022/23,Clausura,2,,21:05,Puebla FC,Gallos Blancos,2,0
2022/23,Clausura,2,,17:00,Cruz Azul,CF Monterrey,2,3
2022/23,Clausura,2,,19:05,Deportivo Toluca,CF América,2,2
2022/23,Clausura,2,,,FC Juárez,Club Tijuana,3,0
2022/23,Clausura,2,,21:05,Santos Laguna,Pumas UNAM,3,0
2022/23,Clausura,2,,19:05,UANL Tigres,CF Pachuca,4,1
2022/23,Clausura,2,,21:05,Club León,Club Necaxa,2,1
2022/23,Clausura,3,,21:00,Mazatlán FC,Santos Laguna,1,2
2022/23,Clausura,3,,21:10,Club Tijuana,UANL Tigres,1,1
2022/23,Clausura,3,,17:06,CF Monterrey,Atlético San Luis,3,1
2022/23,Clausura,3,,19:10,CF América,Puebla FC,2,2
2022/23,Clausura,3,,21:10,Deportivo Guadalajara,Deportivo Toluca,1,2
2022/23,Clausura,3,,,Club Necaxa,Cruz Azul,1,0
2022/23,Clausura,3,,12:00,Pumas UNAM,Club León,4,1
2022/23,Clausura,3,,17:00,Gallos Blancos,Atlas Guadalajara,3,3
2022/23,Clausura,3,,19:10,CF Pachuca,FC Juárez,4,1
2022/23,Clausura,4,,21:05,Atlas Guadalajara,Santos Laguna,2,2
2022/23,Clausura,4,,19:05,Puebla FC,CF Monterrey,1,2
2022/23,Clausura,4,,21:05,Club Tijuana,Pumas UNAM,0,0
2022/23,Clausura,4,,19:05,UANL Tigres,Atlético San Luis,0,0
2022/23,Clausura,4,,21:05,CF América,Mazatlán FC,6,0
2022/23,Clausura,4,,,FC Juárez,Deportivo Guadalajara,1,2
2022/23,Clausura,4,,12:00,Deportivo Toluca,Club León,0,0
2022/23,Clausura,4,,19:00,CF Pachuca,Club Necaxa,2,1
2022/23,Clausura,4,,21:05,Gallos Blancos,Cruz Azul,2,2
2022/23,Clausura,5,,21:00,Atlético San Luis,Puebla FC,2,0
2022/23,Clausura,5,,19:00,Club Necaxa,Club Tijuana,1,1
2022/23,Clausura,5,,21:05,Mazatlán FC,FC Juárez,2,3
2022/23,Clausura,5,,17:00,Club León,CF Pachuca,0,1
2022/23,Clausura,5,,19:05,Cruz Azul,UANL Tigres,0,1
2022/23,Clausura,5,,21:05,Santos Laguna,CF América,2,2
2022/23,Clausura,5,,12:00,Pumas UNAM,Atlas Guadalajara,2,2
2022/23,Clausura,5,,17:05,Deportivo Guadalajara,Gallos Blancos,1,1
